run_id,status,dur_p1_spa_to_ctrl_send_ms,delay_ctrl_spa_proc_ms,dur_p1_mtls_to_ctrl_ms,dur_p1_auth_req_reply_ms,dur_p1_save_creds_ms,delay_gw_setup_sync_ms,dur_p2_spa_to_gw_send_ms,delay_gw_spa_proc_ms,dur_p2_mtls_to_gw_ms,total_attempt_duration_ms,calc_total_setup_if_success_ms
60,SUCCESS,0.14384370297193527,10.0,6.421075202524662,698.9847728982568,0.35664159804582596,10.0,0.13816636055707932,10.0,8.312705904245377,745.3855536878109,744.3572056666017
61,SUCCESS,0.13481080532073975,10.0,9.535507299005985,502.03639082610607,0.3064405173063278,10.0,0.16669649630784988,10.0,10.322763584554195,553.1332632526755,552.5026095286012
62,SUCCESS,0.13277679681777954,10.0,8.651984855532646,521.0823630914092,0.3457106649875641,10.0,0.15028193593025208,10.0,11.209282092750072,572.2863767296076,571.5723994374275
63,SUCCESS,0.14649052172899246,10.0,6.079740822315216,805.8764599263668,0.3346037119626999,10.0,0.16033463180065155,10.0,10.040638037025928,853.2778415828943,852.6382676512003
64,SUCCESS,0.14635268598794937,10.0,6.179514341056347,777.5329845026135,0.36129914224147797,10.0,0.13495609164237976,10.0,8.811607956886292,823.7728904932737,823.166714720428
65,SUCCESS,0.1391647383570671,10.0,5.9655942022800446,950.4407709464431,0.32512471079826355,10.0,0.19974447786808014,10.0,10.147271677851677,997.9185126721859,997.2176707535982
66,SUCCESS,0.16758684068918228,10.0,8.048094809055328,709.3182830139995,0.37979986518621445,10.0,0.14655757695436478,10.0,10.202688165009022,759.0090949088335,758.2630102708936
67,SUCCESS,0.1397235319018364,10.0,9.416649118065834,721.8627044931054,0.3082249313592911,10.0,0.14022737741470337,10.0,10.93245204538107,773.4968680888414,772.7999814972281
68,SUCCESS,0.16156211495399475,10.0,7.4583301320672035,769.4799695163965,0.45288167893886566,10.0,0.16091018915176392,10.0,7.32852891087532,815.7707378268242,815.0421825423837
69,SUCCESS,0.1540863886475563,10.0,7.677983492612839,669.4671735167503,0.34178048372268677,10.0,0.14240294694900513,10.0,10.502033866941929,718.9355501905084,718.2854606956244
70,SUCCESS,0.13527274131774902,10.0,9.30472370237112,751.7012841999531,0.3209877759218216,10.0,0.17733033746480942,10.0,10.695050470530987,803.0488435178995,802.3346492275596
71,SUCCESS,0.16244500875473022,10.0,6.479949690401554,645.5261269584298,0.405019149184227,10.0,0.1423358917236328,10.0,7.864784449338913,691.2772282958031,690.5806611478329
72,SUCCESS,0.16360357403755188,10.0,8.280903100967407,495.2694112434983,0.39525795727968216,10.0,0.15735439956188202,10.0,8.278259076178074,543.202399276197,542.5447893515229
73,SUCCESS,0.1448979601264,10.0,7.096710614860058,611.1030941829085,0.31183939427137375,10.0,0.16705039888620377,10.0,9.844820015132427,659.3679208308458,658.668412566185
74,SUCCESS,0.14549586921930313,10.0,6.0157692059874535,507.82046653330326,0.2970583736896515,10.0,0.1202411949634552,10.0,8.260536938905716,553.2495817169547,552.6595681160688
75,SUCCESS,0.1462101936340332,10.0,6.404658779501915,680.5738992989063,0.3340505063533783,10.0,0.1658843830227852,10.0,10.542369447648525,728.8841502740979,728.167072609067
76,SUCCESS,0.1394348219037056,10.0,5.924023687839508,985.7666548341513,0.3880709409713745,10.0,0.15136413276195526,10.0,10.57271659374237,1033.6661413311958,1032.9422650113702
77,SUCCESS,0.14174450188875198,10.0,5.89893851429224,1050.970776937902,0.3584306687116623,10.0,0.14550145715475082,10.0,10.935679078102112,1099.1551643237472,1098.4510711580515
78,SUCCESS,0.14135334640741348,10.0,6.393237039446831,614.3889874219894,0.2994704991579056,10.0,0.14233775436878204,10.0,8.772349916398525,660.9008954837918,660.1377359777689
79,SUCCESS,0.19032973796129227,10.0,7.7579449862241745,655.2509721368551,0.43508224189281464,10.0,0.1742914319038391,10.0,8.802688680589199,703.9755182340741,702.6113092154264
80,SUCCESS,0.13392232358455658,10.0,8.314408361911774,560.384756885469,0.32000429928302765,10.0,0.13947207480669022,10.0,8.126510307192802,608.0234590917826,607.4190742522478
81,SUCCESS,0.13455282896757126,10.0,6.6317785531282425,702.7498763054609,0.3069452941417694,10.0,0.1408541575074196,10.0,9.417998604476452,749.9499842524529,749.3820057436824
82,SUCCESS,0.13087410479784012,10.0,7.342027500271797,570.6602595746517,0.29909051954746246,10.0,0.1479974016547203,10.0,7.256851531565189,616.4666814729571,615.8371006324887
83,SUCCESS,0.14406070113182068,10.0,9.20093059539795,770.342318341136,0.2901162952184677,10.0,0.15172641724348068,10.0,7.265298627316952,818.1935027241707,817.3944509774446
84,SUCCESS,0.15499815344810486,10.0,6.607127375900745,646.8776483088732,0.3329180181026459,10.0,0.15835464000701904,10.0,7.097654044628143,691.863602027297,691.2287005409598
85,SUCCESS,0.149664469063282,10.0,6.94521889090538,675.8493511006236,0.28226524591445923,10.0,0.1630997285246849,10.0,10.211939923465252,724.2905776947737,723.6015393584967
86,SUCCESS,0.14092959463596344,10.0,7.875742390751839,1202.2932842373848,0.46788156032562256,10.0,0.1499820500612259,10.0,8.48668534308672,1250.0701462849975,1249.4145051762462
87,SUCCESS,0.13478752225637436,10.0,6.831741891801357,538.078922778368,0.3418251872062683,10.0,0.16895867884159088,10.0,1011.5889571607113,1587.8105899319053,1587.1451932191849
88,SUCCESS,0.14329981058835983,10.0,7.429606281220913,935.5828715488315,0.31280703842639923,10.0,0.158604234457016,10.0,8.44210758805275,982.6880227774382,982.0692965015769
89,SUCCESS,0.14589447528123856,10.0,5.968144163489342,442.0291371643543,0.4791421815752983,10.0,0.15942566096782684,10.0,11.498061008751392,490.99889025092125,490.2798046544194
90,SUCCESS,0.1427736133337021,10.0,6.401817314326763,537.9707738757133,0.318027101457119,10.0,0.15688780695199966,10.0,8.725934661924839,584.384435787797,583.7162143737078
91,SUCCESS,0.1442190259695053,10.0,7.453509606420994,580.6529326364398,0.3910558298230171,10.0,0.14290586113929749,10.0,8.472207002341747,627.9111253097653,627.2568299621344
92,SUCCESS,0.12031104415655136,10.0,5.894124507904053,701.6989197582006,0.2973908558487892,10.0,0.14927517622709274,10.0,9.043491445481777,747.8410862386227,747.2035127878189
93,SUCCESS,0.13815797865390778,10.0,7.749080657958984,389.4610898569226,0.3031902015209198,10.0,0.1550009474158287,10.0,10.596003383398056,439.014901407063,438.4025230258703
94,SUCCESS,0.1408793032169342,10.0,6.545406766235828,1011.748387478292,0.4188092425465584,10.0,0.1623230054974556,10.0,8.81357304751873,1058.5234444588423,1057.8293788433075
95,SUCCESS,0.13575144112110138,10.0,8.440121077001095,1012.0706874877214,0.3240806981921196,10.0,0.15295017510652542,10.0,7.544058375060558,1059.3000939115882,1058.6676492542028
96,SUCCESS,0.162503682076931,10.0,6.965878419578075,768.7752256169915,0.31974073499441147,10.0,0.15747733414173126,10.0,9.246664121747017,816.3590859621763,815.6274899095297
97,SUCCESS,0.15864893794059753,10.0,7.668018341064453,480.6599160656333,0.3028353676199913,10.0,0.14446862041950226,10.0,7.166516967117786,526.6592316329479,526.1004042997956
98,SUCCESS,0.153418630361557,10.0,7.379303686320782,716.4647746831179,0.35765860229730606,10.0,0.1536896452307701,10.0,8.760815486311913,763.9724798500538,763.2696607336402
99,SUCCESS,0.11960696429014206,10.0,6.131419911980629,1011.4360125735402,0.31041260808706284,10.0,0.16795564442873,10.0,9.110989980399609,1057.922632433474,1057.2763976827264
100,SUCCESS,0.14813989400863647,10.0,7.524085231125355,1058.4034565836191,0.3004036843776703,10.0,0.1797359436750412,10.0,7.58601538836956,1104.734688065946,1104.1418367251754
